customer_id,company_name,industry,region,acquisition_channel,signup_date,manager_id,created_at
4352,Frank and Sons,Marketing,India,Referral,2025-02-10,5,2026-07-25 00:18:28.389779
4353,Thomas and Sons,E-Commerce,USA,Outbound Sales,2024-12-05,9,2026-07-25 00:18:28.390100
4354,Dunn-Fernandez,Marketing,Singapore,Outbound Sales,2024-10-20,10,2026-07-25 00:18:28.390690
4355,Farmer-Anderson,Retail,Singapore,Social Media,2024-08-24,9,2026-07-25 00:18:28.391179
4356,David-Beasley,Marketing,Singapore,Organic,2023-02-12,14,2026-07-25 00:18:28.391652
4357,Thomas Group,Marketing,Germany,Paid Ads,2023-08-31,7,2026-07-25 00:18:28.391944
4358,Martinez-Mendez,Logistics,Canada,Outbound Sales,2023-03-25,1,2026-07-25 00:18:28.392459
4359,Grant LLC,Marketing,India,Social Media,2025-01-14,15,2026-07-25 00:18:28.392765
4360,George Inc,Healthcare,Singapore,Social Media,2023-04-04,8,2026-07-25 00:18:28.393047
4361,"Griffith, Miller and Simmons",Finance,Singapore,Organic,2024-11-19,4,2026-07-25 00:18:28.393846
4362,Gutierrez and Sons,Healthcare,United Kingdom,Partner,2025-07-06,3,2026-07-25 00:18:28.394293
4363,Schmidt-Landry,Healthcare,Australia,Paid Ads,2023-07-16,6,2026-07-25 00:18:28.394799
4364,Flores-Benton,Education,Singapore,Social Media,2023-06-16,13,2026-07-25 00:18:28.395288
4365,"Welch, Smith and Haynes",Education,Australia,Paid Ads,2023-09-04,10,2026-07-25 00:18:28.395936
4366,Wright Inc,E-Commerce,Canada,Organic,2024-03-19,4,2026-07-25 00:18:28.397865
4367,"Cox, Stein and Frye",Marketing,United Kingdom,Referral,2023-01-27,3,2026-07-25 00:18:28.398586
4368,"Hayes, Henderson and Buchanan",Consulting,United Kingdom,Partner,2025-05-26,7,2026-07-25 00:18:28.399225
4369,Wood PLC,Healthcare,Australia,Organic,2025-08-25,16,2026-07-25 00:18:28.399502
4370,Watson-Coleman,Logistics,India,Organic,2025-11-17,8,2026-07-25 00:18:28.399938
4371,King Inc,SaaS,United Kingdom,Partner,2023-09-25,6,2026-07-25 00:18:28.400202
4372,Murray-Smith,Finance,United Kingdom,Social Media,2023-08-01,3,2026-07-25 00:18:28.400604
4373,"Brown, Wilson and Bowers",Retail,Germany,Outbound Sales,2023-03-10,12,2026-07-25 00:18:28.401371
4374,Clark Ltd,Logistics,Singapore,Referral,2023-07-10,15,2026-07-25 00:18:28.401795
4375,"Hall, Cole and Hill",E-Commerce,United Kingdom,Organic,2024-10-02,17,2026-07-25 00:18:28.403563
4376,Martin-Black,Retail,United Kingdom,Referral,2023-05-20,11,2026-07-25 00:18:28.404308
4377,Black Ltd,SaaS,Australia,Organic,2025-04-25,5,2026-07-25 00:18:28.404634
4378,West-Hernandez,Manufacturing,United Kingdom,Paid Ads,2025-11-07,6,2026-07-25 00:18:28.405052
4379,"Rodriguez, Cooper and Brown",Manufacturing,Germany,Referral,2023-02-17,2,2026-07-25 00:18:28.405654
4380,Romero Group,Marketing,Germany,Referral,2023-05-12,10,2026-07-25 00:18:28.406013
4381,Wright Group,Consulting,India,Referral,2024-12-04,6,2026-07-25 00:18:28.406284
4382,Miller-Williams,Retail,Canada,Social Media,2023-12-23,15,2026-07-25 00:18:28.407331
4383,Booker-Finley,SaaS,United Kingdom,Partner,2024-03-22,3,2026-07-25 00:18:28.417528
4384,Gonzalez-Morales,Retail,Australia,Outbound Sales,2025-02-03,10,2026-07-25 00:18:28.419304
4385,"Gonzalez, Smith and Graham",Consulting,USA,Referral,2023-06-27,18,2026-07-25 00:18:28.419896
4386,"Villarreal, Rhodes and Griffin",Manufacturing,India,Organic,2024-06-26,3,2026-07-25 00:18:28.420525
4387,Carlson-Crawford,Marketing,Australia,Outbound Sales,2025-12-28,1,2026-07-25 00:18:28.421311
4388,Hoffman LLC,E-Commerce,Singapore,Referral,2023-11-14,11,2026-07-25 00:18:28.421826
4389,"Lara, Waters and Lawson",Manufacturing,India,Referral,2023-11-06,4,2026-07-25 00:18:28.422619
4390,Weeks-Massey,Retail,India,Partner,2023-09-01,1,2026-07-25 00:18:28.423701
4391,Morrow-Miller,E-Commerce,India,Partner,2024-09-03,19,2026-07-25 00:18:28.424468
4392,Warren and Sons,Finance,United Kingdom,Referral,2025-06-27,2,2026-07-25 00:18:28.425029
4393,Smith-Brown,E-Commerce,Australia,Organic,2025-12-22,1,2026-07-25 00:18:28.425694
4394,Perry-Garcia,Logistics,Australia,Social Media,2024-02-18,13,2026-07-25 00:18:28.426157
4395,"Lawrence, Fischer and Pope",Education,Singapore,Outbound Sales,2024-05-28,13,2026-07-25 00:18:28.426736
4396,Chapman-Estrada,Logistics,Singapore,Referral,2023-03-20,16,2026-07-25 00:18:28.427178
4397,Johnson-Curry,E-Commerce,Canada,Paid Ads,2023-07-13,15,2026-07-25 00:18:28.427582
4398,"Young, Tate and Arnold",Logistics,USA,Partner,2024-02-13,18,2026-07-25 00:18:28.428146
4399,"Hodge, Welch and Adams",Manufacturing,USA,Referral,2025-05-24,10,2026-07-25 00:18:28.428683
4400,Wright-Bright,Healthcare,Germany,Paid Ads,2023-01-05,6,2026-07-25 00:18:28.429101
4401,Mueller-Williams,Manufacturing,Singapore,Organic,2023-04-13,14,2026-07-25 00:18:28.429502
4402,"Shaw, Morton and Evans",Education,USA,Organic,2025-08-06,15,2026-07-25 00:18:28.430127
4403,Noble-Foster,Marketing,Singapore,Outbound Sales,2025-07-17,8,2026-07-25 00:18:28.430587
4404,"Fritz, Fowler and Wong",Marketing,USA,Social Media,2025-07-30,12,2026-07-25 00:18:28.432424
4405,Garza-Jennings,Retail,Germany,Partner,2023-11-05,14,2026-07-25 00:18:28.433263
4406,Morrison-Brady,Logistics,Singapore,Partner,2024-10-06,15,2026-07-25 00:18:28.433736
4407,Odonnell-Moses,Marketing,Germany,Paid Ads,2023-06-08,11,2026-07-25 00:18:28.434968
4408,Washington Inc,Manufacturing,Singapore,Partner,2023-08-19,5,2026-07-25 00:18:28.435442
4409,Duncan-Wright,Consulting,USA,Referral,2025-01-23,7,2026-07-25 00:18:28.436083
4410,Kim-Clark,Retail,Australia,Referral,2023-09-28,20,2026-07-25 00:18:28.436712
4411,"Santiago, Larson and Aguilar",Manufacturing,Germany,Outbound Sales,2025-12-06,14,2026-07-25 00:18:28.437477
4412,"Griffin, Smith and Dawson",Manufacturing,Singapore,Paid Ads,2023-06-26,7,2026-07-25 00:18:28.438057
4413,Stephenson Ltd,Marketing,USA,Partner,2024-02-15,4,2026-07-25 00:18:28.438302
4414,Lewis Inc,Consulting,Singapore,Partner,2023-08-05,10,2026-07-25 00:18:28.438515
4415,Weiss-Fernandez,E-Commerce,Germany,Organic,2025-03-11,7,2026-07-25 00:18:28.438882
4416,Davis Inc,Retail,Canada,Outbound Sales,2023-09-24,6,2026-07-25 00:18:28.439182
4417,"Ortega, Johnson and Pratt",Marketing,Australia,Partner,2023-09-04,6,2026-07-25 00:18:28.439814
4418,Davis-Galvan,Logistics,India,Social Media,2025-09-02,7,2026-07-25 00:18:28.440269
4419,Young Ltd,Marketing,Australia,Social Media,2025-04-27,6,2026-07-25 00:18:28.440777
4420,"Duncan, Larson and Dyer",Education,Singapore,Social Media,2025-12-26,19,2026-07-25 00:18:28.441429
4421,Lester-Merritt,Healthcare,Singapore,Partner,2025-06-27,19,2026-07-25 00:18:28.441849
4422,Estes-Simon,Retail,USA,Partner,2023-05-10,11,2026-07-25 00:18:28.442295
4423,"Garrett, Oconnell and Reilly",Logistics,USA,Social Media,2025-04-14,5,2026-07-25 00:18:28.442885
4424,Ochoa Inc,Logistics,Canada,Outbound Sales,2025-02-28,20,2026-07-25 00:18:28.443261
4425,Shannon-Torres,Consulting,Singapore,Social Media,2025-04-29,2,2026-07-25 00:18:28.443684
4426,Chang Group,Finance,United Kingdom,Organic,2023-08-03,3,2026-07-25 00:18:28.446842
4427,"Palmer, Ho and Duncan",SaaS,India,Organic,2024-07-07,11,2026-07-25 00:18:28.447524
4428,"Brooks, Randolph and Ryan",Finance,Canada,Paid Ads,2024-11-15,7,2026-07-25 00:18:28.448145
4429,Green Inc,Healthcare,USA,Paid Ads,2023-04-06,3,2026-07-25 00:18:28.448403
4430,Flores-Estrada,Manufacturing,Australia,Paid Ads,2024-10-12,19,2026-07-25 00:18:28.448772
4431,James Inc,Logistics,Germany,Paid Ads,2023-10-07,6,2026-07-25 00:18:28.449031
4432,"Powell, Duran and Contreras",Education,Canada,Organic,2024-04-10,18,2026-07-25 00:18:28.449645
4433,"Macdonald, Craig and Garza",Healthcare,USA,Referral,2023-09-03,14,2026-07-25 00:18:28.450592
4434,"Santiago, Castro and Wagner",Finance,Australia,Outbound Sales,2023-09-14,14,2026-07-25 00:18:28.452354
4435,"Goodwin, Lane and Duarte",Healthcare,Australia,Outbound Sales,2024-12-20,16,2026-07-25 00:18:28.453210
4436,"Reid, Adams and Chapman",Education,Singapore,Referral,2025-01-11,4,2026-07-25 00:18:28.453930
4437,"Wilson, Conway and Davis",Healthcare,Germany,Organic,2023-12-23,2,2026-07-25 00:18:28.454699
4438,Rodriguez-Simmons,Healthcare,Germany,Partner,2025-06-21,13,2026-07-25 00:18:28.455257
4439,"May, Thompson and Mitchell",Logistics,USA,Organic,2025-02-06,19,2026-07-25 00:18:28.455957
4440,"Grant, Cook and Bennett",Manufacturing,Germany,Outbound Sales,2025-12-09,19,2026-07-25 00:18:28.456691
4441,Carpenter-Trevino,Healthcare,Germany,Organic,2023-06-16,16,2026-07-25 00:18:28.457275
4442,"Davidson, White and Bowman",E-Commerce,Canada,Paid Ads,2025-10-20,3,2026-07-25 00:18:28.458019
4443,Miles-Campbell,Manufacturing,India,Referral,2025-07-28,5,2026-07-25 00:18:28.458643
4444,Reyes-Wright,E-Commerce,Canada,Social Media,2025-08-05,13,2026-07-25 00:18:28.459205
4445,"Patterson, Baker and Hunt",Healthcare,India,Social Media,2024-02-16,7,2026-07-25 00:18:28.459963
4446,Wallace and Sons,Manufacturing,Canada,Social Media,2023-08-24,3,2026-07-25 00:18:28.460352
4447,Garcia-Thomas,Manufacturing,Australia,Partner,2025-05-21,1,2026-07-25 00:18:28.460900
4448,"Wolf, Petersen and Russell",E-Commerce,Australia,Partner,2024-07-06,6,2026-07-25 00:18:28.461621
4449,"Martinez, Shaw and Berry",Manufacturing,United Kingdom,Paid Ads,2025-04-22,7,2026-07-25 00:18:28.462344
4450,Nichols-Patel,Consulting,Canada,Outbound Sales,2023-12-11,1,2026-07-25 00:18:28.462926
4451,Mendez Group,Logistics,Canada,Referral,2025-02-18,2,2026-07-25 00:18:28.463272
4452,Foster-Hernandez,Retail,Singapore,Paid Ads,2023-08-02,9,2026-07-25 00:18:28.463757
4453,Guzman-Jones,Logistics,Germany,Paid Ads,2025-03-29,2,2026-07-25 00:18:28.464250
4454,"Whitaker, Davis and Jones",Education,Singapore,Social Media,2023-02-04,15,2026-07-25 00:18:28.464972
4455,"Kemp, Gamble and Wright",Finance,Canada,Outbound Sales,2023-06-25,2,2026-07-25 00:18:28.465732
4456,"Bowman, Martin and Hoover",Healthcare,United Kingdom,Outbound Sales,2025-10-24,1,2026-07-25 00:18:28.467006
4457,"Russell, Hall and Alvarez",E-Commerce,India,Paid Ads,2023-11-14,13,2026-07-25 00:18:28.467617
4458,Peterson and Sons,Retail,Germany,Partner,2024-09-25,13,2026-07-25 00:18:28.467888
4459,Morris-Dixon,SaaS,Singapore,Social Media,2023-03-10,9,2026-07-25 00:18:28.468292
4460,Chan-Graves,Marketing,Canada,Paid Ads,2024-09-14,17,2026-07-25 00:18:28.468755
4461,Knox-Ramirez,Marketing,Germany,Social Media,2023-09-15,11,2026-07-25 00:18:28.469204
4462,Thomas-Martinez,Healthcare,Canada,Social Media,2024-04-14,9,2026-07-25 00:18:28.469804
4463,Stewart-Johnson,Consulting,USA,Partner,2023-06-01,10,2026-07-25 00:18:28.470315
4464,"Roberts, Johnson and Bradley",Education,India,Partner,2023-10-28,3,2026-07-25 00:18:28.470852
4465,Harrison Ltd,Manufacturing,United Kingdom,Outbound Sales,2024-09-16,4,2026-07-25 00:18:28.471145
4466,"Jones, Black and Graves",SaaS,United Kingdom,Referral,2025-01-22,4,2026-07-25 00:18:28.471683
4467,"Berry, Payne and Williams",Retail,India,Referral,2025-07-12,12,2026-07-25 00:18:28.472265
4468,"Smith, Morales and Whitaker",Finance,USA,Outbound Sales,2025-04-20,8,2026-07-25 00:18:28.472812
4469,Nelson Group,Finance,United Kingdom,Organic,2023-08-14,1,2026-07-25 00:18:28.473087
4470,Black-Carney,SaaS,Singapore,Paid Ads,2024-02-25,20,2026-07-25 00:18:28.473476
4471,Dean-Ellison,Finance,USA,Outbound Sales,2023-12-18,15,2026-07-25 00:18:28.473862
4472,Valentine-Gardner,Manufacturing,United Kingdom,Social Media,2025-08-31,4,2026-07-25 00:18:28.474269
4473,"Ryan, Ballard and Wright",E-Commerce,India,Organic,2025-08-15,5,2026-07-25 00:18:28.474804
4474,Horton-Dunn,Retail,Singapore,Organic,2025-06-22,6,2026-07-25 00:18:28.475238
4475,"James, Edwards and Stafford",Finance,Singapore,Organic,2024-04-29,1,2026-07-25 00:18:28.475782
4476,Peterson-Green,Marketing,United Kingdom,Social Media,2023-05-21,8,2026-07-25 00:18:28.476221
4477,"Williams, Martinez and Taylor",Retail,India,Social Media,2024-05-02,3,2026-07-25 00:18:28.476764
4478,"White, Kirk and Norman",Marketing,Canada,Social Media,2025-07-19,17,2026-07-25 00:18:28.477349
4479,Terry Group,Retail,Germany,Referral,2024-07-15,16,2026-07-25 00:18:28.477635
4480,Bell Inc,E-Commerce,Singapore,Referral,2025-12-15,16,2026-07-25 00:18:28.477872
4481,Henderson Ltd,Education,Singapore,Social Media,2025-01-07,19,2026-07-25 00:18:28.478222
4482,Wall PLC,SaaS,Germany,Referral,2023-04-07,17,2026-07-25 00:18:28.478471
4483,Clark-Edwards,SaaS,India,Referral,2025-05-12,7,2026-07-25 00:18:28.478844
4484,"Holland, Garcia and Riley",Education,USA,Outbound Sales,2024-09-30,19,2026-07-25 00:18:28.479402
4485,Greene-Gray,Retail,Singapore,Organic,2024-05-23,3,2026-07-25 00:18:28.479820
4486,Johnson Ltd,Retail,USA,Paid Ads,2023-01-12,8,2026-07-25 00:18:28.480100
4487,"Turner, Taylor and Moreno",Healthcare,Germany,Social Media,2025-10-08,19,2026-07-25 00:18:28.480650
4488,White-Carter,Education,Australia,Partner,2025-06-20,17,2026-07-25 00:18:28.486052
4489,Fleming-Hill,Education,USA,Partner,2024-08-07,9,2026-07-25 00:18:28.489298
4490,"Graham, Jimenez and Williams",Manufacturing,Singapore,Referral,2025-05-14,17,2026-07-25 00:18:28.490252
4491,Martin-Wilkins,SaaS,Singapore,Social Media,2024-11-07,9,2026-07-25 00:18:28.490853
4492,Henderson-Diaz,Education,United Kingdom,Referral,2024-04-27,3,2026-07-25 00:18:28.491502
4493,Medina-Johnson,SaaS,India,Partner,2024-11-19,12,2026-07-25 00:18:28.492041
4494,Tate-Oconnell,SaaS,Australia,Partner,2024-12-01,3,2026-07-25 00:18:28.492556
4495,"Trujillo, Johnson and Anderson",Logistics,India,Social Media,2023-10-26,3,2026-07-25 00:18:28.493341
4496,Lindsey-Liu,Manufacturing,Australia,Paid Ads,2024-07-28,20,2026-07-25 00:18:28.493925
4497,"Lopez, Barnes and Haynes",Finance,Australia,Paid Ads,2023-07-23,11,2026-07-25 00:18:28.494846
4498,Sanders LLC,Logistics,Canada,Social Media,2023-03-26,16,2026-07-25 00:18:28.495261
4499,"Reed, Schaefer and Smith",Manufacturing,Germany,Paid Ads,2025-07-26,16,2026-07-25 00:18:28.496103
4500,Martin-Lopez,Manufacturing,Australia,Social Media,2025-11-14,7,2026-07-25 00:18:28.496754
4501,Phillips Group,Retail,Australia,Referral,2023-09-29,2,2026-07-25 00:18:28.497179
4502,Benson-Wells,Manufacturing,Germany,Partner,2024-10-27,15,2026-07-25 00:18:28.497794
4503,Gallagher PLC,Manufacturing,United Kingdom,Partner,2024-09-15,15,2026-07-25 00:18:28.498169
4504,Johnson-Miller,Logistics,Germany,Referral,2023-04-15,5,2026-07-25 00:18:28.498675
4505,"Lucero, Davis and Bartlett",Marketing,Germany,Organic,2024-03-12,5,2026-07-25 00:18:28.500465
4506,Ferguson-Holmes,Manufacturing,Germany,Social Media,2025-02-20,5,2026-07-25 00:18:28.500957
4507,Smith PLC,Marketing,Canada,Organic,2024-08-26,14,2026-07-25 00:18:28.501380
4508,Wells PLC,Healthcare,USA,Outbound Sales,2023-01-24,6,2026-07-25 00:18:28.501707
4509,Dawson-Frey,Retail,India,Organic,2024-09-07,13,2026-07-25 00:18:28.502185
4510,Baxter and Sons,Logistics,USA,Paid Ads,2023-07-18,11,2026-07-25 00:18:28.502490
4511,"Khan, Howard and Galvan",Retail,India,Partner,2025-06-16,13,2026-07-25 00:18:28.503214
4512,Griffin-Gamble,Healthcare,Canada,Outbound Sales,2023-01-22,9,2026-07-25 00:18:28.504259
4513,Farrell-Little,Retail,USA,Partner,2024-09-26,20,2026-07-25 00:18:28.505913
4514,Thomas Inc,Logistics,Germany,Partner,2024-10-22,6,2026-07-25 00:18:28.506214
4515,Harris LLC,Logistics,Singapore,Organic,2023-09-13,12,2026-07-25 00:18:28.506450
4516,"Wolf, Mendoza and Perez",Finance,India,Paid Ads,2023-12-22,16,2026-07-25 00:18:28.507005
4517,"Chapman, Cruz and Goodwin",E-Commerce,Canada,Referral,2024-06-21,8,2026-07-25 00:18:28.507658
4518,Spencer-Beltran,Consulting,Germany,Referral,2023-03-16,14,2026-07-25 00:18:28.508156
4519,Richardson LLC,Logistics,India,Paid Ads,2025-09-14,6,2026-07-25 00:18:28.508437
4520,Collins Inc,Manufacturing,Singapore,Paid Ads,2025-03-09,20,2026-07-25 00:18:28.508676
4521,"Neal, Hall and Nguyen",Marketing,Australia,Organic,2025-11-09,20,2026-07-25 00:18:28.509200
4522,Robles-Whitney,Healthcare,Australia,Paid Ads,2024-01-29,11,2026-07-25 00:18:28.509627
4523,Johnson Group,Manufacturing,United Kingdom,Social Media,2024-02-21,5,2026-07-25 00:18:28.509851
4524,Delgado-Mitchell,Manufacturing,Australia,Partner,2024-01-31,3,2026-07-25 00:18:28.510203
4525,Singh-Kane,SaaS,Germany,Paid Ads,2024-12-26,14,2026-07-25 00:18:28.510589
4526,Taylor and Sons,Retail,USA,Paid Ads,2023-04-30,8,2026-07-25 00:18:28.510830
4527,"Rollins, Mitchell and Medina",Manufacturing,Singapore,Partner,2023-08-28,9,2026-07-25 00:18:28.511383
4528,"Bentley, Quinn and Lucero",Consulting,Canada,Outbound Sales,2025-02-02,11,2026-07-25 00:18:28.512622
4529,Santana-Sanders,Retail,USA,Paid Ads,2024-12-01,19,2026-07-25 00:18:28.513136
4530,Beck Ltd,Retail,Singapore,Outbound Sales,2023-11-17,20,2026-07-25 00:18:28.513396
4531,"Newton, Burns and Johnson",Retail,United Kingdom,Referral,2025-09-23,16,2026-07-25 00:18:28.513962
4532,"Gray, Jackson and Jones",E-Commerce,Germany,Organic,2025-05-12,11,2026-07-25 00:18:28.514552
4533,Klein-Pena,Consulting,India,Partner,2025-01-07,5,2026-07-25 00:18:28.514974
4534,Lawson Group,E-Commerce,Canada,Organic,2023-04-05,17,2026-07-25 00:18:28.515235
4535,Scott Ltd,Logistics,Germany,Outbound Sales,2024-01-19,9,2026-07-25 00:18:28.515468
4536,Johnson PLC,Finance,Germany,Partner,2025-09-13,7,2026-07-25 00:18:28.515753
4537,Ball-Shaw,Education,Singapore,Referral,2023-12-23,12,2026-07-25 00:18:28.516175
4538,Hanson-Perez,SaaS,Germany,Referral,2023-08-13,8,2026-07-25 00:18:28.516575
4539,Smith-Hodge,SaaS,Canada,Paid Ads,2023-12-23,20,2026-07-25 00:18:28.516971
4540,"Yang, Robertson and Espinoza",Logistics,Australia,Referral,2025-12-23,9,2026-07-25 00:18:28.517526
4541,Wells-Mitchell,Manufacturing,Germany,Paid Ads,2024-09-07,20,2026-07-25 00:18:28.517976
4542,Reed-Jackson,Consulting,USA,Social Media,2023-04-15,7,2026-07-25 00:18:28.518388
4543,Rangel-Moses,E-Commerce,Australia,Organic,2024-01-30,10,2026-07-25 00:18:28.518781
4544,Simmons-Petersen,SaaS,Singapore,Referral,2024-02-11,17,2026-07-25 00:18:28.519173
4545,"Koch, Barker and Alvarez",Consulting,Canada,Referral,2023-11-23,13,2026-07-25 00:18:28.519768
4546,Cole PLC,Marketing,Singapore,Organic,2025-08-20,10,2026-07-25 00:18:28.520044
4547,May Ltd,Education,USA,Referral,2023-06-16,10,2026-07-25 00:18:28.520284
4548,Allen-Larson,SaaS,India,Social Media,2025-11-06,14,2026-07-25 00:18:28.520665
4549,"Bryant, Shaw and Guerrero",Finance,Canada,Partner,2023-08-17,5,2026-07-25 00:18:28.521196
4550,"Cruz, Howell and Riley",Logistics,Singapore,Partner,2025-04-17,18,2026-07-25 00:18:28.521769
4551,"Robertson, Moore and Tanner",Healthcare,Australia,Partner,2025-06-29,11,2026-07-25 00:18:28.522304
4552,"Brown, Kaiser and Edwards",Finance,Canada,Partner,2025-12-08,9,2026-07-25 00:18:28.522843
4553,"Anderson, Mendoza and Hill",Retail,Singapore,Outbound Sales,2025-06-18,15,2026-07-25 00:18:28.523452
4554,"Taylor, Bennett and Johnson",Education,USA,Outbound Sales,2024-11-29,5,2026-07-25 00:18:28.528312
4555,"Downs, Fernandez and Stuart",Manufacturing,India,Organic,2023-05-20,2,2026-07-25 00:18:28.528925
4556,Adams and Sons,Manufacturing,Australia,Partner,2024-01-28,12,2026-07-25 00:18:28.529208
4557,"Perez, Cole and Boyd",Healthcare,Canada,Social Media,2025-05-14,13,2026-07-25 00:18:28.529788
4558,"Sparks, Hernandez and Rodriguez",Consulting,India,Social Media,2024-01-06,14,2026-07-25 00:18:28.530362
4559,"Dunn, Johnson and Mora",Manufacturing,Germany,Referral,2025-09-30,11,2026-07-25 00:18:28.530937
4560,"Clark, Jackson and Camacho",E-Commerce,United Kingdom,Organic,2023-09-02,10,2026-07-25 00:18:28.531539
4561,"Lane, Glass and Jackson",Manufacturing,Australia,Outbound Sales,2023-03-18,2,2026-07-25 00:18:28.532197
4562,Velasquez Inc,Consulting,India,Social Media,2023-07-08,5,2026-07-25 00:18:28.533188
4563,Thompson Inc,Logistics,India,Organic,2023-10-15,5,2026-07-25 00:18:28.533558
4564,Holt Group,Healthcare,India,Outbound Sales,2023-01-26,6,2026-07-25 00:18:28.533886
4565,Gray-Williams,Retail,India,Paid Ads,2024-12-17,12,2026-07-25 00:18:28.534373
4566,"Skinner, Carlson and Parrish",Manufacturing,India,Partner,2023-02-16,11,2026-07-25 00:18:28.534970
4567,Espinoza-Martinez,Finance,Germany,Partner,2025-11-17,18,2026-07-25 00:18:28.535376
4568,Meyers and Sons,SaaS,Australia,Partner,2025-04-30,13,2026-07-25 00:18:28.536187
4569,Robles-Roberts,Healthcare,Australia,Organic,2024-08-01,7,2026-07-25 00:18:28.536834
4570,"Roberts, Flores and Sanchez",Logistics,USA,Organic,2024-01-01,9,2026-07-25 00:18:28.537431
4571,"Dixon, Williams and Olson",Retail,USA,Organic,2023-05-13,18,2026-07-25 00:18:28.538065
4572,"May, Lee and Parker",SaaS,India,Social Media,2024-10-16,8,2026-07-25 00:18:28.538630
4573,Collier-Tyler,Logistics,India,Organic,2025-07-03,8,2026-07-25 00:18:28.539027
4574,Gonzalez Inc,Retail,USA,Referral,2023-02-24,17,2026-07-25 00:18:28.539279
4575,Moon-Smith,Manufacturing,Canada,Partner,2024-12-10,13,2026-07-25 00:18:28.539655
4576,Cisneros-Chapman,SaaS,Australia,Paid Ads,2024-03-09,16,2026-07-25 00:18:28.542928
4577,Rivera Ltd,SaaS,Singapore,Social Media,2024-11-10,14,2026-07-25 00:18:28.543977
4578,Reynolds-Prince,Consulting,India,Organic,2023-03-13,7,2026-07-25 00:18:28.544602
4579,Adams-Jones,E-Commerce,India,Referral,2024-08-28,8,2026-07-25 00:18:28.545084
4580,Hendricks-Evans,E-Commerce,Germany,Organic,2025-10-02,12,2026-07-25 00:18:28.545620
4581,"Davis, Pittman and Kaiser",Finance,Australia,Paid Ads,2023-05-15,17,2026-07-25 00:18:28.546412
4582,Smith-Griffin,Healthcare,Germany,Referral,2023-12-16,5,2026-07-25 00:18:28.547080
4583,Ross PLC,Consulting,India,Social Media,2024-05-18,20,2026-07-25 00:18:28.547387
4584,"Harrison, Mills and Smith",Education,Canada,Outbound Sales,2024-02-22,12,2026-07-25 00:18:28.547940
4585,Jordan PLC,Consulting,Germany,Referral,2025-05-22,7,2026-07-25 00:18:28.548192
4586,Spencer-Gray,E-Commerce,Canada,Paid Ads,2023-11-11,7,2026-07-25 00:18:28.548561
4587,"Howell, Moore and Lawson",Manufacturing,Canada,Partner,2025-05-31,4,2026-07-25 00:18:28.549078
4588,"Young, Hamilton and Peters",Education,Germany,Organic,2023-01-24,15,2026-07-25 00:18:28.549585
4589,"Wilson, Rice and Fleming",E-Commerce,Singapore,Social Media,2025-09-13,17,2026-07-25 00:18:28.550168
4590,Harrington-Jones,Marketing,USA,Referral,2025-09-22,4,2026-07-25 00:18:28.550575
4591,Pratt-Patterson,SaaS,Germany,Organic,2023-02-17,7,2026-07-25 00:18:28.550989
4592,Anthony-Hudson,Retail,United Kingdom,Outbound Sales,2024-07-17,10,2026-07-25 00:18:28.551420
4593,Steele and Sons,Retail,Australia,Paid Ads,2024-08-08,12,2026-07-25 00:18:28.551700
4594,Harding and Sons,Logistics,India,Social Media,2023-07-16,8,2026-07-25 00:18:28.551956
4595,"Gallagher, Howard and Sweeney",E-Commerce,United Kingdom,Paid Ads,2024-11-01,7,2026-07-25 00:18:28.552776
4596,"Ray, Guerra and Lopez",Consulting,India,Paid Ads,2025-09-07,1,2026-07-25 00:18:28.553718
4597,Levine-Tran,Retail,United Kingdom,Referral,2023-01-23,11,2026-07-25 00:18:28.555493
4598,"Richardson, Taylor and Jones",Retail,Germany,Social Media,2023-01-10,13,2026-07-25 00:18:28.556260
4599,Rogers-Edwards,Manufacturing,Germany,Partner,2024-12-17,20,2026-07-25 00:18:28.556792
4600,Tucker-Carter,Healthcare,Germany,Partner,2023-07-02,18,2026-07-25 00:18:28.557315
4601,"Adkins, Freeman and Cruz",E-Commerce,Canada,Social Media,2023-05-21,8,2026-07-25 00:18:28.558058
4602,Davis Ltd,Finance,Australia,Organic,2023-10-15,1,2026-07-25 00:18:28.558387
4603,"Thomas, Davis and Marquez",SaaS,Australia,Organic,2025-09-28,1,2026-07-25 00:18:28.559502
4604,Graham and Sons,Education,India,Paid Ads,2024-09-17,15,2026-07-25 00:18:28.560008
4605,Morrison Group,Marketing,Singapore,Outbound Sales,2023-09-10,6,2026-07-25 00:18:28.560349
4606,"Matthews, Cole and Shepherd",Finance,India,Paid Ads,2024-06-03,7,2026-07-25 00:18:28.561031
4607,"Simon, Adams and Anderson",Retail,Germany,Social Media,2024-02-15,12,2026-07-25 00:18:28.562288
4608,Becker-Watson,Finance,Canada,Partner,2025-05-09,1,2026-07-25 00:18:28.562731
4609,Graham-Wagner,Education,United Kingdom,Organic,2023-03-12,4,2026-07-25 00:18:28.563186
4610,"Thomas, Richard and Richardson",Education,USA,Paid Ads,2023-01-05,15,2026-07-25 00:18:28.563756
4611,"Andrews, Hurley and Williams",Retail,India,Social Media,2023-01-01,1,2026-07-25 00:18:28.564345
4612,Robinson-Padilla,Logistics,USA,Organic,2025-09-08,4,2026-07-25 00:18:28.564793
4613,Hill-Brown,Finance,Singapore,Referral,2024-06-15,15,2026-07-25 00:18:28.565298
